hg19	rn6
RIT1	Rit1
ARMC9	Armc9
CASQ1	Casq1
SLC46A1	Slc46a1
EMILIN2	Emilin2
KRT13	Krt13
TSHR	Tshr
KCNK9	Kcnk9
CAPN8	Capn8
AMHR2	Amhr2
MAGOHB	Magohb
LECT2	Lect2
SNX15	Snx15
FCRLB	Fcrlb
ARID3A	Arid3a
GYLTL1B	Gyltl1b
LPCAT4	Lpcat4
KLB	Klb
IREB2	Ireb2
SIPA1	Sipa1
FRYL	Fryl
DEDD2	Dedd2
TUBA3D	Tuba3a
FBXL2	Fbxl2
KEL	Kel
KCNB2	Kcnb2
TUBA3C	Tuba3b
MPP6	Mpp6
GLT8D1	Glt8d1
RAB2A	Rab2a
IWS1	Iws1
HDAC7	Hdac7
SLC7A1	Slc7a1
ITGA7	Itga7
SLC9A6	Slc9a6
ACTR1B	Actr1b
PDPK1	Pdpk1
PLCD3	Plcd3
TBC1D32	Tbc1d32
BDH1	Bdh1
ZCCHC3	Zcchc3
PCDH20	Pcdh20
CRISP3	Crisp3
ZG16	Zg16
TRAF7	Traf7
XBP1	XBP1
KL	Kl
MCFD2	Mcfd2
GRAMD3	Gramd3
EPB41L4B	Epb41l4b
CASQ2	Casq2
SLURP1	Slurp1
PLEKHG4	Plekhg4
ATF7IP2	Atf7ip2
COG2	Cog2
AGMO	Agmo
GRM7	Grm7
MLX	Mlx
PI16	Pi16
KRT9	Krt9
NTN4	Ntn4
UBE3A	Ube3a
PLCH1	Plch1
SLC22A15	Slc22a15
NXNL2	Nxnl2
HNRNPK	Hnrnpk
TLDC1	Tldc1
LITAF	Litaf
SMURF1	Smurf1
OR2A25	Olr813
GPR35	Gpr35
SORBS3	Sorbs3
GOLIM4	Golim4
TUBA8	Tuba8
DAB1	Dab1
ZC3H14	Zc3h14
MAGOH	Magoh
RPS6KA3	Rps6ka3
TNNC1	Tnnc1
ACTR1A	Actr1a
ARID1B	Arid1b
DCXR	Dcxr
PIK3CB	Pik3cb
UNKL	Unkl
FBXL20	Fbxl20
TNFRSF21	Tnfrsf21
XPNPEP2	Xpnpep2
TUFM	Tufm
MLXIP	Mlxip
LMX1B	Lmx1b
CDON	Cdon
DAB2	Dab2
SCN3A	Scn3a
SERPINE1	Serpine1
JUNB	Junb
ELMOD1	Elmod1
KCNH1	Kcnh1
LYPD2	Lypd2
GSC2	Gsc2
JUN	Jun
TNFRSF11B	Tnfrsf11b
EMC8	Emc8
LSM1	Lsm1
LPCAT1	Lpcat1
ABCC6	Abcc6
SETMAR	Setmar
ARL13B	Arl13b
DLX6	Dlx6
FEM1C	Fem1c
PPP6R3	Ppp6r3
CRHR2	Crhr2
AIFM1	Aifm1
SI	Si
PCMT1	Pcmt1
NUCKS1	Nucks1
SASH3	Sash3
ALG9	Alg9
PTPDC1	Ptpdc1
SCN1A	Scn1a
TSTA3	TSTA3
DPYSL4	Dpysl4
CDIP1	Cdip1
NXNL1	NXNL1
SLC22A5	Slc22a5
MYH6	Myh6
PIK3CA	PIK3CA
RPS6KL1	Rps6kl1
DUSP3	Dusp3
AIFM3	Aifm3
GRM3	Grm3
NEK7	Nek7
EDIL3	Edil3
BTBD6	Btbd6
ARCN1	Arcn1
GLT8D2	Glt8d2
JUND	Jund
SLC4A10	Slc4a10
DCHS1	Dchs1
ERP44	Erp44
HSD17B2	Hsd17b2
F2RL1	F2rl1
IPO7	Ipo7
ABCC3	Abcc3
TMC3	Tmc3
ALDH1A2	Aldh1a2
DAPK3	Dapk3
NRBF2	Nrbf2
GLA	Gla
CYGB	Cygb
GPX4	GPX4
SAMSN1	Samsn1
DUSP27	Dusp27
NPR1	Npr1
DLX1	Dlx1
SORBS1	Sorbs1
ECEL1	Ecel1
KCNH7	Kcnh7
IFT20	Ift20
ELOVL4	Elovl4
HERC4	Herc4
RET	RET
PIK3CG	Pik3cg
EPYC	Epyc
DAPK2	Dapk2
NEK9	Nek9
BMPR2	Bmpr2
SCN8A	Scn8a
MPP2	Mpp2
ZFP3	Zfp3
SLC7A2	Slc7a2
EIF3L	Eif3l
MB	Mb
P4HA2	P4ha2
PPM1M	Ppm1m
SERPINE3	Serpine3
EMC9	Emc9
SLC22A6	Slc22a6
FAM115A	Fam115a
EHMT2	Ehmt2
QSOX2	Qsox2
FAM204A	Fam204a
RAB11B	Rab11b
NEK2	Nek2l1
PPP1R14A	Ppp1r14a
BTBD7	Btbd7
OARD1	RGD1308299
DPYSL2	Dpysl2
CREB5	Creb5
PTH2R	Pth2r
RPS6KA2	Rps6ka2
SNW1	Snw1
CLUAP1	Cluap1
PICALM	Picalm
CDC42EP5	Cdc42ep5
LHX4	Lhx4
LRRC8D	Lrrc8d
PARD6G	Pard6g
ZG16B	RGD1562673
FRMD3	Frmd3
MS4A2	Ms4a2
TMC5	Tmc5
GOT1L1	Got1l1
PRR14	Prr14
POLE4	Pole4
DEDD	Dedd
ZNF180	Zfp180
SERBP1	SERBP1
VKORC1L1	Vkorc1l1
APEX1	Apex1
XYLB	Xylb
NCOA7	NCOA7
EYA4	Eya4
CRX	Crx
RNF213	Rnf213
DLX3	Dlx3
MTPAP	Mtpap
RGS3	Rgs3
SLC22A8	Slc22a8
ZNF488	Zfp488
SNAP91	Snap91
PTPRF	Ptprf
XPNPEP1	Xpnpep1
GRM2	Grm2
NDUFB5	Ndufb5
RAB11A	Rab11a
PPM1J	Ppm1j
HSD11B2	Hsd11b2
LRRC8C	Lrrc8c
KCNH6	Kcnh6
FABP2	Fabp2
TPMT	Tpmt
SLC41A1	Slc41a1
GPR55	Gpr55
MRPL27	Mrpl27
RPS6KB2	Rps6kb2
ELOVL5	Elovl5
PTPN4	Ptpn4
PAPD4	Papd4
HABP4	Habp4
DDX52	Ddx52
KANK3	Kank3
CMPK1	Cmpk1
MS4A3	Ms4a3
CNOT11	Cnot11
ALDH1B1	Aldh1b1
CTSE	Ctse
DHRS7B	Dhrs7b
CAPSL	Capsl
DHRS2	Dhrs2
FAM189A1	Fam189a1
BGN	Bgn
XXYLT1	Xxylt1
GPR18	Gpr18
CASP7	Casp7
MOCS1	Mocs1
PRDM8	Prdm8
PCDH1	Pcdh1
LRRC8E	Lrrc8e
DMBX1	Dmbx1
RND3	Rnd3
ALX3	Alx3
NFYC	Nfyc
GOT1	Got1
CCDC37	Ccdc37
RAB2B	Rab2b
PTPRD	Ptprd
CYP2S1	Cyp2s1
SLC46A2	Slc46a2
CLIP4	Clip4
KRT19	Krt19
ESRP1	Esrp1
TPK1	Tpk1
FGFR4	Fgfr4
DCN	Dcn
NAGA	Naga
PNPLA5	Pnpla5
SYNJ2	Synj2
EXO1	Exo1
MTMR12	MTMR12
PTPRS	Ptprs
GSC	Gsc
ZCCHC11	Zcchc11
NPR2	Npr2
LRRC8B	Lrrc8b
FAM117B	Fam117b
BRF1	Brf1
NIFK	Mki67ip
RPS6KA1	Rps6ka1
RALA	Rala
BBS4	Bbs4
PRR14L	Prr14l
FCER1A	Fcer1a
AIFM2	Aifm2
DDI2	Ddi2
LRRC8A	Lrrc8a
HDAC9	Hdac9
EMID1	Emid1
CNTN2	Cntn2
RND2	Rnd2
C12orf5	RGD1308005
HDAC2	Hdac2
QSOX1	Qsox1
COL26A1	Col26a1
RPL36	Rpl36-ps3
TMEM57	Tmem57
CNTN1	Cntn1
KRT17	Krt17
TMC6	Tmc6
LARGE	Large
FAM117A	Fam117a
RALB	Ralb
PPP1R14C	Ppp1r14c
KDM4B	Kdm4b
TMX3	Tmx3
KRT14	Krt14
VAT1	Vat1
BACE2	Bace2
F5	F5
DAPK1	Dapk1
B4GALNT4	B4galnt4
LAMB3	Lamb3
KRR1	Krr1
MOCS2	Mocs2
SCNN1B	Scnn1b
EMILIN3	Emilin3
TAF8	Taf8
UBE2K	Ube2k
ABCC2	Abcc2
EEFSEC	Eefsec
NOP10	Nop10
MYO3B	Myo3b
DHRS7C	Dhrs7c
MYOG	Myog
PTPRZ1	Ptprz1
SPTSSA	Sptssa
ECE1	Ece1
CNTN5	Cntn5
LHX2	Lhx2
PPM1H	Ppm1h
LGR6	Lgr6
MSH2	Msh2
ASB1	Asb1
MESP2	Mesp2
SH3RF1	Sh3rf1
RAB32	Rab32
SIX1	Six1
ZNF322	Zfp322a
TPRN	Tprn
KIDINS220	Kidins220
CRMP1	Crmp1
ALX4	Alx4
KRTCAP3	Krtcap3
CASK	Cask
F8	F8
CCDC38	Ccdc38
THOC1	THOC1
ATF2	Atf2
RPS25	Rps25
OTX1	Otx1
CRLF3	Crlf3
PDSS1	Pdss1
LMLN	Lmln
FAM189B	Fam189b
SDR9C7	Sdr9c7
DPYSL3	Dpysl3
A1CF	A1cf
RS1	Rs1
KCNH5	Kcnh5
HDAC3	Hdac3
SLC26A8	Slc26a8
PPP1R14B	RGD1309049
CORO2B	Coro2b
PDSS2	Pdss2
SMAD3	SMAD3
TNC	Tnc
CYP2F1	Cyp2f4
MYO9B	Myo9b
MTMR10	Mtmr10
PSMA4	Psma4
COQ4	Coq4
TBX10	Tbx10
CDC42EP4	Cdc42ep4
SPTSSB	Sptssb
CAPS2	Caps2
IPO8	Ipo8
MUC19	Muc19
EGR3	Egr3
F2RL3	F2rl3
SLC22A7	Slc22a7
BTBD2	Btbd2
MICU3	Micu3
MYLK	Mylk
SH3D19	Sh3d19
FRMPD1	Frmpd1
CALCRL	Calcrl
THEMIS2	Themis2
SCNN1G	Scnn1g
SH2D3C	Sh2d3c
MRPL32	Mrpl32
CEP63	CEP63
CDC42EP1	Cdc42ep1
REM2	Rem2
PCDHAC2	Pcdhac1
DND1	Dnd1
LHX5	Lhx5
INPP5E	Inpp5e
MYOD1	Myod1
FKTN	Fktn
SYCP2L	Sycp2l
TTC8	Ttc8
THEMIS	RGD1560849
GNL2	Gnl2
ESRP2	Esrp2
AK1	Ak1
FOXRED1	FOXRED1
PAFAH1B2	Pafah1b2
AKT3	Akt3
IFT80	Ift80
HDAC8	Hdac8
TRMT2A	Trmt2a
P4HA3	P4ha3
LGR5	Lgr5
BCAM	Bcam
ACTB	Actb
TNR	Tnr
PAFAH1B3	Pafah1b3
HIGD1C	Higd1c
TMEM54	Tmem54
CDX1	Cdx1
FGF22	Fgf22
SLC9A3	Slc9a3
MSGN1	Msgn1
PCDH7	PCDH7
APEX2	Apex2
GEM	Gem
RBM46	Rbm46
NXN	Nxn
PUF60	Puf60
FUS	Fus
RPGRIP1L	Rpgrip1l
LHX1	Lhx1
FAM189A2	Fam189a2
ALX1	Alx1
DHRS1	Dhrs1
ZNF597	Zfp597
REM1	Rem1
UHRF2	Uhrf2
CHPF2	Chpf2
METTL24	Mettl24
KRT4	Krt4
RGS2	Rgs2
LAMA1	Lama1
GRK4	Grk4
KCNH2	Kcnh2
TBX19	Tbx19
TRHR	Trhr
AK5	Ak5
F2RL2	F2rl2
PARD6A	Pard6a
NIPAL2	Nipal2
FERMT3	Fermt3
SLC9A5	Slc9a5
LRRD1	Lrrd1
SIX3	Six3
RBM47	Rbm47
FAM26D	Fam26d
P4HA1	P4ha1
T	T
BLOC1S4	Bloc1s4
RPS6KA4	Rps6ka4
ARPC3	Arpc3
AMMECR1L	Ammecr1l
TFIP11	Tfip11
PARD6B	Pard6b
MESP1	Mesp1
SMAD2	Smad2
FETUB	Fetub
IMP4	Imp4
HECTD2	Hectd2
FTCD	Ftcd
CDX2	Cdx2
CCDC67	Ccdc67
SLC9A8	Slc9a8
AEBP2	Aebp2
MID2	Mid2
SYCP2	Sycp2
KIF5B	Kif5b
SYNJ1	Synj1
PPP1R18	Ppp1r18
PPP1R14D	Ppp1r14d
TBX1	Tbx1
SIX6	Six6
SIPA1L3	Sipa1l3
AR	Ar
FITM2	Fitm2
GPR183	Gpr183
VWF	Vwf
ANKRD34C	Ankrd34c
ARHGEF25	Arhgef25
AMMECR1	Ammecr1
ST3GAL2	St3gal2
ANAPC10	Anapc10
MTMR11	Mtmr11
PRSS33	Prss33
NMUR2	Nmur2
HSF4	Hsf4
AGA	Aga
MYF5	Myf5
ABHD14A	Abhd14a
SLC41A2	Slc41a2
TMEM248	Tmem248
MORF4L1	MORF4L1
CDX4	Cdx4
PLCB3	Plcb3
KRT76	Krt76
SDF2L1	Sdf2l1
TLDC2	Tldc2
SLC46A3	Slc46a3
IL6	Il6
KCMF1	Kcmf1
MICU2	Micu2
ERO1L	Ero1l
MAX	Max
LHX3	Lhx3
CORO2A	Coro2a
NOL9	Nol9
ANKS3	Anks3
CHPF	Chpf
HAT1	Hat1
HMCN2	Hmcn2
TFAM	Tfam
ANKRD34A	Ankrd34a
SIPA1L2	Sipa1l2
HERC3	Herc3
NPM3	Npm3
ENOPH1	Enoph1
ABCC1	Abcc1
UGP2	Ugp2
PYCARD	Pycard
B3GAT3	B3gat3
ASB9	Asb9
HIGD1B	Higd1b
PODNL1	Podnl1
TMC2	Tmc2
SLC41A3	Slc41a3
CRHBP	Crhbp
TWISTNB	Twistnb
SLC9A7	Slc9a7
ASRGL1	Asrgl1
MSTN	Mstn
GPR142	Gpr142
SLC6A7	Slc6a7
RDH5	Rdh5
PPP2CA	Ppp2ca
PNPLA4	RGD1562200
TTC7A	Ttc7a
DNAJB5	Dnajb5
TMEM230	Tmem230
RPS6KB1	Rps6kb1
DHRS9	Dhrs9
B4GALNT1	B4galnt1
TRIO	Trio
B3GAT2	B3gat2
GALC	Galc
TASP1	Tasp1
ZSCAN2	Zscan2
EYA3	Eya3
IYD	Iyd
PNPLA1	Pnpla1
PODN	Podn
ASB13	Asb13
LRRC1	Lrrc1
PORCN	Porcn
SAMD10	Samd10
NIT2	Nit2
FMOD	Fmod
LAMA2	Lama2
SLC9A9	Slc9a9
SMDT1	Smdt1
GRK5	Grk5
FITM1	Fitm1
SCRIB	Scrib
CALCR	Calcr
OXR1	Oxr1
ASNSD1	Asnsd1
TRDN	Trdn
ANKRD34B	Ankrd34b
CHEK1	Chek1
BCAR3	Bcar3
EIF2B2	Eif2b2
CDH3	Cdh3
FGF7	Fgf7
ST3GAL1	St3gal1
LUM	Lum
BTBD19	Btbd19
OBSCN	Obscn
UBAP1L	Ubap1l
EYA1	Eya1
GREM2	Grem2
FGR	Fgr
COG6	Cog6
RSU1	Rsu1
LTK	Ltk
ZNF436	Zfp46
ZNF397	Zfp397
SERP1	Serp1
ASB12	Asb12
LHCGR	Lhcgr
CD28	Cd28
ELOVL2	Elovl2
TNN	Tnn
HSF2	Hsf2
ASIC5	Asic5
SLC4A4	Slc4a4
PRELP	Prelp
CTLA4	Ctla4
F2R	F2r
FERMT2	Fermt2
MYF6	Myf6
GREM1	GREM1
IFITM5	Ifitm5
GPR31	Gpr31
EIF1AX	Eif1ax
SF3B4	Sf3b4
PRELID1	Prelid1
GPR17	Gpr17
PNPLA3	Pnpla3
OAS2	Oas2
EYA2	Eya2
MID1	Mid1
PHOX2B	PHOX2B
KRTAP4-1	Krtap4-3
B4GALNT3	B4galnt3
AHSG	Ahsg
UBAP1	Ubap1
KERA	Kera
PLCB4	Plcb4
FEM1A	Fem1a
SMPD3	Smpd3
BTBD3	Btbd3
B4GALNT2	B4galnt2
LGR4	Lgr4
FERMT1	Fermt1
CACNA1C	Cacna1c
SLC4A8	Slc4a8
SEMA7A	Sema7a
LCORL	Lcorl
LRRC40	Lrrc40
PRPF38A	Prpf38a
B3GAT1	B3gat1
RPS6KA6	Rps6ka6
ZNF551	Zfp551
RGS4	Rgs4
ZNF22	Zfp422
SLC6A2	Slc6a2
NUSAP1	Nusap1
KLHL20	Klhl20
KDM4C	Kdm4c
SERP2	Serp2
TRIP13	Trip13
CDH1	Cdh1
IL16	Il16
SSX2IP	Ssx2ip
FAM134A	Fam134a
FEM1B	Fem1b
ST6GALNAC2	St6galnac2
ERO1LB	Ero1lb
CENPE	Cenpe
FGF3	Fgf3
MATR3	Matr3
TMEM180	RGD1309313
ABHD14B	Abhd14b
PPP4C	Ppp4c
OASL	Oasl
BTBD1	Btbd1
KDM4A	Kdm4a
RIPPLY2	Ripply2
KRT75	KRT75
RGS18	Rgs18
FBXW2	Fbxw2
CHRNB3	Chrnb3
TTC7B	Ttc7b
TARSL2	Tarsl2
SLC26A11	Slc26a11
PRSS8	Prss8
NPM2	Npm2
GINS4	Gins4
CHRNA5	Chrna5
PRDM2	Prdm2
FBXW11	Fbxw11
POMC	Pomc
ZNF24	Zfp191
TPSG1	Tpsg1
SCNN1A	Scnn1a
RIPPLY1	Ripply1
PRSS22	Prss22
EIF1B	Eif1b
GRK6	Grk6
BTBD9	Btbd9
PRSS27	Prss27
ZSCAN30	Zscan30
FABP3	Fabp3
KRT5	Krt5
ENDOU	Endou
BTRC	Btrc
DTWD2	Dtwd2
HPN	Hpn
MYD88	Myd88
FAM206A	Fam206a
CNGA3	Cnga3
SAR1B	Sar1b
CNGA1	Cnga1
CAMKMT	Camkmt
SIX2	Six2
RAB7L1	Rab7l1
YES1	Yes1
GPR139	Gpr139
ZADH2	Zadh2
SAR1A	Sar1a
DDR1	Ddr1
ST6GALNAC1	St6galnac1
FIG4	Fig4
DNAJB1	Dnajb1
HSF1	Hsf1
SLC15A3	Slc15a3
CD3D	Cd3d
WDSUB1	Wdsub1
CACNA1F	Cacna1f
BTF3L4	RGD1561589
CRYGA	Cryga
FBXW7	Fbxw7
GPI	Gpi
RPS6KA5	Rps6ka5
CTSV	Ctsl1
GUF1	Guf1
TRAV29DV5	Trav19
ARFGEF1	Arfgef1
MATK	Matk
NTMT1	Ntmt1
GMIP	Gmip
EPB41L2	Epb41l2
NRXN2	Nrxn2
LAMC3	Lamc3
WDR61	Wdr61
LAGE3	Lage3
UGT2A3	Ugt2a3
RAB38	Rab38
SLC6A3	Slc6a3
UPK3B	Upk3b
WT1	Wt1
OR1Q1	Olr420
FAM134C	Fam134c
FABP7	Fabp7
LCMT1	Lcmt1
NCAPH	Ncaph
PLCZ1	Plcz1
ZCCHC17	Zcchc17
ASPHD1	Asphd1
WSB1	Wsb1
SAMD12	Samd12
ZNHIT3	Znhit3
KMT2B	Kmt2b
PDAP1	Pdap1
SLC39A11	Slc39a11
STK17B	Stk17b
ARX	Arx
OAS3	Oas3
FBLN1	Fbln1
TMPRSS6	Tmprss6
TMEM163	Tmem163
HCAR1	Hcar1
SEMA5A	Sema5a
WSB2	Wsb2
THUMPD1	Thumpd1
CRY2	Cry2
VEGFB	Vegfb
OR6C68	Olr1006
GAPDHS	Gapdhs
CRABP1	Crabp1
KIF5C	Kif5c
FAM178A	Fam178a
CNRIP1	Cnrip1
OCIAD2	Ociad2
UBE2Q1	Ube2q1
KANK1	Kank1
OCIAD1	Ociad1
ECD	Ecd
PTPRG	PTPRG
LCOR	Lcor
KIAA0907	RGD1565775
MICU1	Micu1
SCYL2	Scyl2
HNRNPA0	Hnrnpa0
RNF146	Rnf146
SLC15A2	Slc15a2
SEMA5B	Sema5b
OR5A1	Olr326
ASPHD2	Asphd2
NTAN1	Ntan1
BRD8	Brd8
COL6A2	Col6a2
HNRNPA2B1	Hnrnpa2b1
BAX	Bax
TMOD2	Tmod2
RBM12B	Rbm12b
MORF4L2	Morf4l2
VEGFA	Vegfa
KRT79	Krt79
MRPL3	Mrpl3
FGFR3	Fgfr3
CACNA1D	Cacna1d
ERCC8	ERCC8
PRUNE	Prune
PPP2CB	Ppp2cb
DDR2	Ddr2
MYLK3	Mylk3
KANK4	Kank4
MCAM	Mcam
SC5D	Sc5d
PTPRC	Ptprc
RBM20	Rbm20
TGFB3	Tgfb3
KCNK1	Kcnk1
HNRNPD	Hnrpd
CCDC90B	Ccdc90b
KIF5A	Kif5a
PGF	Pgf
SLC26A1	Slc26a1
KANK2	Kank2
CRY1	Cry1
TAF5	Taf5
SNRPD1	Snrpd1
FGFR1	Fgfr1
LAMC1	Lamc1
ALCAM	Alcam
CTNNBL1	Ctnnbl1
COX7A2L	Cox7a2l
DRGX	Drgx
FAM81B	Fam81b
TAF5L	Taf5l
ZMPSTE24	Zmpste24
MYLK2	Mylk2
CNGB3	Cngb3
PLSCR5	Plscr5
RABGAP1L	Rabgap1l
FAM134B	Fam134b
NPLOC4	Nploc4
SIX4	Six4
OR1K1	Olr1507
TRIM41	Trim41
SLC26A2	Slc26a2
CNGB1	Cngb1
GCLM	Gclm
UBE2QL1	Ube2ql1
CTSD	Ctsd
EGFL7	EGFL7
TGFA	Tgfa
PAIP2B	Paip2b
FBXO46	Fbxo46
FGFR2	Fgfr2
ACTR6	Actr6
SLC26A7	Slc26a7
TRIM23	Trim23
MAPK13	Mapk13
RBBP6	Rbbp6
PHOX2A	Phox2a
PLCB1	Plcb1
TRIM52	Trim52
VAT1L	Vat1l
HOMER2	Homer2
SIX5	Six5
SUGT1	Sugt1
RANBP2	Ranbp2
BTC	Btc
AASDHPPT	Aasdhppt
ITPKB	Itpkb
STRA6	Stra6
FAM26E	Fam26e
TACR1	Tacr1
RADIL	Radil
EXD2	Exd2
MFSD7	Mfsd7
SH3YL1	Sh3yl1
PLSCR4	Plscr4
POLR2J	Polr2j
RFC5	Rfc5
SLC26A10	Slc26a10
ACOX3	Acox3
CD3G	Cd3g
AAMP	Aamp
SRL	Srl
RNASEH1	Rnaseh1
BLMH	Blmh
MAPK12	Mapk12
NR1H3	Nr1h3
SUSD3	Susd3
PGR	Pgr
EPRS	Eprs
DRD4	Drd4
FBXO34	Fbxo34
SSTR5	Sstr5
SPTLC1	Sptlc1
LIN54	Lin54
CCDC3	Ccdc3
KLHL4	Klhl4
DAPP1	Dapp1
MTL5	Mtl5
EDF1	Edf1
TMEM151B	Tmem151b
FYN	Fyn
PLEKHA4	Plekha4
THRSP	Thrsp
POLR3H	Polr3h
TST	Tst
CNTNAP1	Cntnap1
DAGLB	DAGLB
FAM81A	Fam81a
ZRANB2	Zranb2
PSAT1	Psat1
FBLN2	Fbln2
DDIT4L	Ddit4l
MARK3	Mark3
COPB2	Copb2
SLC6A17	Slc6a17
TRIM69	Trim69
KCNK7	Kcnk7
CRYZ	Cryz
PLEKHA7	Plekha7
CASP8	Casp8
CDH4	Cdh4
LCMT2	Lcmt2
DAGLA	Dagla
CYTH3	Cyth3
TMEM100	Tmem100
C16orf80	Gtl3
CLDN16	Cldn16
MED21	MED21
RABGAP1	Rabgap1
COL6A1	Col6a1
ZNF189	Zfp189
MPC2	Mpc2
EGR2	Egr2
WDR34	Wdr34
SLC6A4	Slc6a4
PAMR1	Pamr1
PRODH2	Prodh2
DDIT4	Ddit4
MS4A7	Ms4a7
NIPA1	Nipa1
SMAD1	Smad1
ENTHD1	Enthd1
NRXN1	Nrxn1
EGFL8	Egfl8
EGR1	Egr1
TMEM178A	Tmem178a
SLC15A1	Slc15a1
GHITM	Ghitm
TMEM229B	Tmem229b
CASP6	Casp6
UBE2Q2	Ube2q2
RASIP1	Rasip1
METTL11B	Mettl11b
POLDIP3	Poldip3
OR6C2	Olr892
EGR4	Egr4
NR3C1	NR3C1
HBP1	Hbp1
RWDD4	Rwdd4
IL17RB	Il17rb
MCUR1	Mcur1
OR5B21	Olr339
ATXN10	Atxn10
SRC	Src
ITPKC	Itpkc
EIF4A3	Eif4a3
PREX2	Prex2
ECHDC1	Echdc1
ARL3	Arl3
SHOX2	Shox2
DCTN6	Dctn6
SSTR1	Sstr1
SMAD5	Smad5
FGF10	Fgf10
TMEM229A	Tmem229a
PPP6C	Ppp6c
VPS36	Vps36
MIP	Mip
PARL	Parl
CCPG1	Ccpg1
C1QC	C1qc
SSTR4	Sstr4
BTF3	Btf3
PLEKHA5	Plekha5
DRD3	Drd3
OR9Q2	Olr377
ZNF251	Zfp251
SOD3	Sod3
KLHL8	Klhl8
SMAD9	Smad9
MID1IP1	Mid1ip1
UNG	Ung
PRODH	Prodh
CIR1	Cir1
NR3C2	Nr3c2
SRBD1	Srbd1
KIAA1161	RGD1309821
FASTKD1	Fastkd1
TRIP4	Trip4
LZTFL1	Lztfl1
SSTR2	Sstr2
IGSF1	Igsf1
ADSL	Adsl
TBX22	Tbx22
OR9Q1	Olr379
ACOX2	Acox2
TMOD4	Tmod4
DHCR24	Dhcr24
NIPAL3	Nipal3
MRPS5	Mrps5
HMBS	Hmbs
S1PR4	S1pr4
RINT1	Rint1
NR1I2	Nr1i2
ZNF207	Zfp207
CAPZA2	Capza2
SLC39A9	Slc39a9
CYTH4	Cyth4
TRMT1L	Trmt1l
CYTH2	Cyth2
TRIM72	Trim72
BACE1	Bace1
GDF11	Gdf11
ZNF23	Zfp612
ASNS	Asns
CYB561	Cyb561
XPO1	Xpo1
SSTR3	Sstr3
CRYGC	Crygc
IL17RA	Il17ra
NIPA2	Nipa2
FGF20	Fgf20
PDZD2	Pdzd2
EIF3I	Eif3i
CALHM2	Calhm2
CAPZA3	Capza3
CBS	Cbs
CCNK	Ccnk
ADRM1	Adrm1
MPST	MPST
CYTH1	Cyth1
ALK	Alk
TIGD3	Tigd3
SHC1	Shc1
SLC28A1	Slc28a1
ARL5C	Arl5c
WDR70	Wdr70
SLC25A21	Slc25a21
TRDMT1	Trdmt1
TGFB2	Tgfb2
CC2D1A	Cc2d1a
FGB	Fgb
FUT9	Fut9
OLFML2A	Olfml2a
TIGD4	Tigd4
INPP5F	Inpp5f
CCNT1	Ccnt1
NIPAL1	Nipal1
TRMT1	Trmt1
PSMC6	Psmc6
EAPP	Eapp
CCDC13	Ccdc13
ATP5C1	Atp5c1
FGF9	Fgf9
NLRC3	Nlrc3
EIF4A2	Eif4a2
LNX1	Lnx1
MTERFD1	Mterfd1
CRYGS	Crygs
ARL5B	Arl5b
GSTK1	Gstk1
PBXIP1	Pbxip1
OR51I2	Olr143
MARK2	Mark2
TGFB1	Tgfb1
DNAJB4	Dnajb4
CCDC135	Ccdc135
KLHL5	Klhl5
TMEM114	Tmem114
NDUFS8	Ndufs8
NIPAL4	Nipal4
CCNT2	Ccnt2
TIE1	Tie1
TALDO1	Taldo1
TARM1	Tarm1
CCT8	Cct8
CENPB	Cenpb
AQP6	Aqp6
CTXN2	Ctxn2
GRIA3	Gria3
TARS2	Tars2
DRD2	DRD2
TCEAL1	Tceal1
CARTPT	Cartpt
RTN4IP1	Rtn4ip1
BUD13	Bud13
DUS4L	Dus4l
CYB561A3	Cyb561a3
TMEM235	Tmem235
DDX24	Ddx24
SETD1B	Setd1b
NUP62	Nup62
IQCJ-SCHIP1	Schip1
PBLD	Pbld1
ASB15	Asb15
PNO1	Pno1
ARFGEF2	Arfgef2
FAM53A	Fam53a
FGF16	Fgf16
AQP5	Aqp5
LNX2	Lnx2
DNAJB13	Dnajb13
TACR2	Tacr2
IL1R2	Il1r2
NLRX1	Nlrx1
RARRES1	Rarres1
GRXCR1	Grxcr1
NANS	Nans
CTXN3	CTXN3
MRPL39	Mrpl39
IGFN1	Igfn1
NUP62CL	Nup62cl
ZNF259	Zfp259
XRCC1	Xrcc1
GRIA1	GRIA1
CALHM3	Calhm3
PUS7L	Pus7l
FAM53B	Fam53b
SPG21	Spg21
TAB2	Tab2
WBP5	Wbp5
ROS1	Ros1
GRIA2	Gria2
PCCA	Pcca
NAPSA	Napsa
AQP2	Aqp2
ANKRD9	Ankrd9
TCP1	Tcp1
BATF2	Batf2
OR5AU1	Olr1638
CC2D1B	Cc2d1b
TBRG4	Tbrg4
ARL5A	ARL5A
VPS35	Vps35
SLC6A16	Slc6a16
RQCD1	Rqcd1
CTXN1	Ctxn1
INTS4	Ints4
RUNDC3B	Rundc3b
TARS	Tars
RPL11	Rpl11
KALRN	Kalrn
SACM1L	Sacm1l
CALHM1	Calhm1
CAT	Cat
SPCS1	Spcs1
CAND2	Cand2
REPS2	Reps2
OR51I1	Olr142
EIF4A1	Eif4a1
BTNL2	Btnl2
CGGBP1	Cggbp1
ZC4H2	Zc4h2
SPARC	Sparc
BATF3	Batf3
TMPRSS7	Tmprss7
